,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,yearbuilt,fips,regionidzip,tax_value_2016,tax_amount_2016,tax_value,tax_amount
2581,2.0,1.0,882.0,1925.0,6037.0,96515.0,433409.0,6041.59,440017.0,6041.59
2582,4.0,3.0,2746.0,1948.0,6037.0,96120.0,2672105.0,32527.18,2712854.0,32527.18
2583,3.0,1.5,1212.0,1958.0,6059.0,97004.0,181958.0,2328.28,184732.0,2328.28
2584,4.0,3.0,2057.0,1965.0,6037.0,96161.0,137948.0,1794.24,140051.0,1794.24
2585,2.0,1.5,1026.0,1965.0,6059.0,97016.0,215364.0,2800.92,218648.0,2800.92
2586,4.0,2.0,1188.0,1946.0,6037.0,96174.0,350159.0,4540.02,355498.0,4540.02
2587,2.0,1.0,1122.0,1958.0,6037.0,96216.0,225005.0,2806.03,228435.0,2806.03
2588,4.0,3.5,1756.0,1955.0,6059.0,97006.0,233458.0,2945.54,237018.0,2945.54
2589,3.0,2.0,2150.0,1953.0,6037.0,96375.0,290029.0,3679.18,294451.0,3679.18
2590,3.0,2.0,1143.0,1957.0,6037.0,96523.0,296973.0,3617.41,301501.0,3617.41
2591,6.0,4.0,2234.0,1929.0,6037.0,96170.0,115273.0,1816.74,117029.0,1816.74
2592,3.0,2.0,1720.0,1973.0,6059.0,97016.0,579668.0,6696.24,588507.0,6696.24
2593,3.0,3.0,3135.0,2003.0,6037.0,96027.0,1585221.0,19642.2,1609395.0,19642.2
2594,4.0,2.0,1685.0,1964.0,6037.0,96492.0,508969.0,6431.07,516730.0,6431.07
2595,3.0,2.0,1581.0,1947.0,6037.0,96239.0,326393.0,4110.54,331369.0,4110.54
2596,3.0,4.0,2772.0,2005.0,6059.0,96966.0,1258993.0,14178.44,1278192.0,14178.44
2597,3.0,1.0,1103.0,1952.0,6037.0,96103.0,52576.0,688.71,59367.0,688.71
2598,4.0,3.0,2066.0,1989.0,6037.0,97329.0,196614.0,3314.81,199612.0,3314.81
2599,5.0,3.0,2834.0,1935.0,6037.0,96242.0,234508.0,3128.3,238083.0,3128.3
2600,4.0,2.0,2132.0,1963.0,6037.0,96489.0,513811.0,6205.02,521645.0,6205.02
2601,5.0,4.0,3604.0,1956.0,6037.0,96426.0,1769000.0,21419.47,1769000.0,21419.47
2602,2.0,2.0,1739.0,1943.0,6037.0,96242.0,402826.0,4948.22,408968.0,4948.22
2603,4.0,2.0,2200.0,2005.0,6037.0,97319.0,252000.0,4144.36,268700.0,4144.36
2604,4.0,2.5,1531.0,1964.0,6059.0,97078.0,395941.0,4792.66,401979.0,4792.66
2605,4.0,2.5,2048.0,1973.0,6059.0,97026.0,441404.0,4903.26,448135.0,4903.26
2606,3.0,2.0,1333.0,1964.0,6059.0,97026.0,555000.0,6007.7,555000.0,6007.7
2607,4.0,3.0,3321.0,1969.0,6037.0,96024.0,143848.0,2390.19,146041.0,9580.85
2608,3.0,1.0,1196.0,1951.0,6037.0,96173.0,65507.0,1140.94,66505.0,1140.94
2609,3.0,2.0,1500.0,1971.0,6059.0,97078.0,484404.0,5770.94,491791.0,5770.94
2610,4.0,2.0,1655.0,1955.0,6037.0,96106.0,161802.0,2169.62,164269.0,2169.62
2611,4.0,2.0,1655.0,1955.0,6037.0,96106.0,161802.0,2169.62,164269.0,2169.62
2612,0.0,0.0,1378.0,,6037.0,96024.0,166293.0,2135.39,168828.0,2135.39
2613,0.0,0.0,1378.0,,6037.0,96024.0,166293.0,2135.39,168828.0,2135.39
2614,4.0,2.0,3056.0,2011.0,6037.0,97318.0,297016.0,4548.67,301545.0,4548.67
2615,4.0,3.0,3191.0,1985.0,6037.0,96356.0,838000.0,13775.09,850779.0,13775.09
2616,4.0,2.0,1478.0,1960.0,6037.0,96490.0,71909.0,1169.43,73004.0,1169.43
2617,3.0,1.0,1558.0,1923.0,6037.0,96027.0,681254.0,8665.49,691642.0,8665.49
2618,5.0,5.5,5830.0,2006.0,6059.0,97078.0,2140000.0,23872.3,2140000.0,23872.3
2619,3.0,3.0,1872.0,1925.0,6037.0,96025.0,304650.0,3801.45,309295.0,3801.45
2620,3.0,3.0,2313.0,1940.0,6037.0,96030.0,1335312.0,16255.13,1355674.0,16255.13
2621,6.0,5.0,3208.0,1979.0,6037.0,96379.0,966718.0,12100.55,981460.0,12100.55
2622,3.0,1.0,1148.0,1954.0,6037.0,96325.0,573239.0,6362.87,581980.0,6362.87
2623,3.0,2.0,1421.0,1958.0,6037.0,96370.0,266199.0,3383.53,270258.0,3383.53
2624,3.0,3.0,2643.0,1950.0,6037.0,96174.0,295240.0,3885.56,299741.0,3885.56
2625,4.0,2.5,2192.0,1972.0,6059.0,97026.0,686140.0,7471.14,696603.0,7471.14
2626,3.0,2.0,2454.0,1933.0,6037.0,96296.0,821090.0,10505.03,833611.0,10505.03
2627,3.0,2.0,1296.0,1928.0,6037.0,96239.0,53064.0,735.54,53872.0,735.54
2628,4.0,3.0,2503.0,1986.0,6059.0,97065.0,794072.0,8677.52,806181.0,8677.52
2629,3.0,1.0,1183.0,1950.0,6037.0,96173.0,221736.0,3030.34,225117.0,3030.34
2630,4.0,3.5,2186.0,1969.0,6111.0,96351.0,674000.0,7096.26,620000.0,6547.94
2631,3.0,2.0,1232.0,1963.0,6059.0,97063.0,101179.0,1407.32,102721.0,1407.32
2632,3.0,2.0,1633.0,1969.0,6059.0,97063.0,563535.0,6258.6,572128.0,6258.6
2633,2.0,2.0,932.0,1993.0,6037.0,97319.0,113633.0,2265.75,115365.0,2265.75
2634,3.0,2.5,1600.0,1998.0,6059.0,97063.0,260863.0,3082.82,264841.0,3082.82
2635,4.0,3.0,2002.0,1973.0,6037.0,96378.0,514308.0,7050.48,522150.0,7050.48
2636,5.0,3.0,2402.0,1969.0,6111.0,96351.0,704000.0,7411.3,644000.0,6800.74
2637,3.0,1.0,1166.0,1949.0,6037.0,96174.0,157560.0,2215.22,159962.0,2215.22
2638,4.0,3.0,3115.0,2011.0,6059.0,97078.0,820163.0,9650.22,832670.0,9650.22
2639,6.0,3.0,3419.0,1940.0,6037.0,96024.0,478634.0,6427.02,485932.0,6427.02
2640,2.0,1.0,1206.0,1938.0,6037.0,96083.0,303084.0,4981.66,307705.0,4981.66
2641,5.0,3.0,2327.0,1972.0,6037.0,96378.0,289808.0,4447.39,294226.0,4447.39
2642,3.0,1.0,952.0,1922.0,6037.0,96245.0,150790.0,2018.69,153088.0,2018.69
2643,3.0,2.0,2208.0,1979.0,6111.0,97119.0,540219.0,5806.98,548455.0,5884.04
2644,4.0,3.0,2697.0,1953.0,6037.0,96370.0,482158.0,6108.52,489510.0,6108.52
2645,5.0,4.0,3302.0,1954.0,6037.0,96100.0,940591.0,11539.92,954934.0,11539.92
2646,3.0,2.0,982.0,1961.0,6037.0,96374.0,191789.0,2851.41,194713.0,2851.41
2647,3.0,3.0,1867.0,1938.0,6037.0,96437.0,346579.0,3911.93,351863.0,3911.93
2648,3.0,3.0,2101.0,1932.0,6037.0,96238.0,732342.0,8884.8,743509.0,8884.8
2649,2.0,1.0,1272.0,1952.0,6037.0,96173.0,197836.0,2786.75,200852.0,2786.75
2650,3.0,2.0,1410.0,1970.0,6059.0,96996.0,525025.0,5412.62,533031.0,5412.62
2651,2.0,2.0,1476.0,1918.0,6037.0,96058.0,574805.0,7067.16,583569.0,7067.16
2652,2.0,2.0,1044.0,1924.0,6037.0,96244.0,293148.0,4165.58,297618.0,4165.58
2653,2.0,2.0,1640.0,1958.0,6037.0,96410.0,88283.0,1152.36,89629.0,1152.36
2654,5.0,5.0,3293.0,1997.0,6037.0,96517.0,660390.0,7892.76,670460.0,7892.76
2655,3.0,2.0,1503.0,1964.0,6037.0,96517.0,598000.0,7544.81,639445.0,7544.81
2656,4.0,3.0,2211.0,1987.0,6037.0,96494.0,481641.0,5742.09,488985.0,5742.09
2657,2.0,2.0,1492.0,1943.0,6037.0,96452.0,501648.0,6241.88,509298.0,6241.88
2658,2.0,1.0,781.0,1950.0,6037.0,96193.0,289296.0,3805.4,293706.0,3805.4
2659,4.0,3.0,2016.0,1955.0,6037.0,96369.0,505147.0,6211.46,512849.0,6211.46
2660,4.0,3.0,2920.0,1970.0,6037.0,96058.0,2422452.0,36879.14,3058390.0,36879.14
2661,4.0,2.5,3146.0,1978.0,6059.0,96962.0,672000.0,7449.3,717000.0,7449.3
2662,4.0,3.0,3041.0,2012.0,6059.0,96952.0,1187976.0,16892.74,1206092.0,16892.74
2663,4.0,3.0,2615.0,2004.0,6059.0,96983.0,743424.0,12451.4,829000.0,12451.4
2664,3.0,2.0,1749.0,1957.0,6037.0,96356.0,462163.0,5800.0,469210.0,5800.0
2665,4.0,3.0,2122.0,2006.0,6037.0,96479.0,582100.0,7711.68,582100.0,7711.68
2666,3.0,2.0,2134.0,1932.0,6037.0,96020.0,1200395.0,14680.45,1218700.0,14680.45
2667,3.0,1.0,1056.0,1952.0,6037.0,96106.0,54625.0,864.31,55457.0,864.31
2668,3.0,2.0,1063.0,1936.0,6037.0,96244.0,240327.0,3531.06,243991.0,3531.06
2669,2.0,1.0,1097.0,1940.0,6037.0,96008.0,790484.0,11126.01,769051.0,11126.01
2670,3.0,2.0,1597.0,1951.0,6037.0,96028.0,53275.0,5011.85,375642.0,5011.85
2671,3.0,2.0,1503.0,1962.0,6037.0,96213.0,477000.0,6180.19,522000.0,6180.19
2672,3.0,2.5,2421.0,1989.0,6059.0,96961.0,877966.0,9851.8,891354.0,9851.8
2673,2.0,1.0,975.0,1950.0,6037.0,96517.0,354425.0,6550.26,520000.0,6550.26
2674,4.0,4.0,3974.0,2007.0,6037.0,96237.0,1499098.0,22370.06,1903593.0,22370.06
2675,4.0,3.0,2259.0,1926.0,6037.0,96292.0,538330.0,6416.85,546538.0,6416.85
2676,5.0,3.0,2600.0,1997.0,6059.0,96954.0,1242000.0,14319.6,1242000.0,14319.6
2677,3.0,2.0,1192.0,1954.0,6037.0,96107.0,289961.0,3811.99,294382.0,3811.99
2678,4.0,3.0,2131.0,1958.0,6037.0,96122.0,136223.0,2255.27,138299.0,2255.27
2679,4.0,2.0,1479.0,1956.0,6037.0,96341.0,254501.0,3238.32,258382.0,3238.32
2680,4.0,2.0,1805.0,1958.0,6037.0,96346.0,548000.0,6724.89,548000.0,6724.89
2681,2.0,1.0,810.0,1969.0,6037.0,96201.0,333000.0,4421.0,338077.0,4421.0
2682,1.0,1.0,895.0,1946.0,6059.0,96969.0,910532.0,10201.92,924417.0,10201.92
2683,5.0,5.0,3857.0,1987.0,6037.0,96339.0,748117.0,9342.6,759524.0,9342.6
2684,4.0,4.0,3771.0,2015.0,6037.0,96464.0,,,126307.0,10060.96
2685,3.0,2.5,1730.0,1986.0,6059.0,96987.0,254544.0,2562.96,258425.0,2562.96
2686,4.0,3.0,2981.0,1997.0,6111.0,96385.0,511421.0,5481.28,519219.0,5580.88
2687,4.0,3.0,3580.0,1978.0,6037.0,96121.0,1857086.0,20888.55,1885406.0,20888.55
2688,3.0,1.0,1454.0,1916.0,6037.0,96446.0,81154.0,1282.52,82391.0,1282.52
2689,3.0,2.0,1376.0,1960.0,6037.0,96275.0,72781.0,947.39,73890.0,947.39
2690,3.0,2.0,1652.0,1956.0,6037.0,96524.0,167838.0,2159.31,170396.0,2159.31
2691,6.0,3.0,2242.0,1962.0,6111.0,97116.0,222163.0,2731.22,225548.0,2800.88
2692,4.0,3.0,3213.0,2000.0,6037.0,96403.0,497617.0,6860.92,505204.0,6860.92
2693,2.0,2.0,1267.0,1988.0,6111.0,97097.0,217977.0,2494.46,221298.0,2528.8
2694,0.0,0.0,1208.0,1990.0,6037.0,95984.0,182380.0,2558.37,185161.0,2558.37
2695,2.0,2.0,1512.0,1929.0,6037.0,96265.0,67681.0,1140.49,68712.0,1140.49
2696,5.0,4.0,4212.0,2007.0,6037.0,96026.0,1515663.0,18653.3,1538776.0,18653.3
2697,3.0,2.0,1480.0,1959.0,6037.0,96046.0,398139.0,4865.81,404210.0,4865.81
2698,5.0,3.0,2835.0,2001.0,6037.0,96395.0,644712.0,10145.2,654543.0,10145.2
2699,4.0,2.0,1640.0,1973.0,6059.0,96995.0,83496.0,805.68,84769.0,805.68
2700,4.0,4.0,3318.0,1997.0,6037.0,96395.0,729285.0,11801.58,740405.0,11801.58
2701,4.0,3.0,3203.0,1986.0,6037.0,96505.0,829932.0,9989.89,842587.0,9989.89
2702,4.0,2.0,2550.0,1912.0,6037.0,96273.0,469839.0,6376.8,477004.0,6376.8
2703,5.0,2.5,2882.0,1971.0,6059.0,96995.0,255835.0,2694.98,259736.0,2694.98
2704,2.0,1.0,977.0,1936.0,6037.0,96028.0,135498.0,3456.49,137564.0,3456.49
2705,4.0,2.0,1914.0,1962.0,6037.0,96327.0,113170.0,1330.12,114895.0,1330.12
2706,4.0,3.0,2131.0,1977.0,6037.0,96525.0,263143.0,3838.43,267155.0,3838.43
2707,4.0,2.0,1640.0,1975.0,6059.0,96995.0,645000.0,6693.88,654836.0,6693.88
2708,3.0,2.0,1473.0,1940.0,6111.0,97101.0,250821.0,3094.0,254643.0,3061.88
2709,3.0,2.0,1208.0,1961.0,6037.0,96480.0,48092.0,875.19,48824.0,875.19
2710,4.0,6.0,3855.0,2006.0,6037.0,96387.0,686656.0,8600.04,697126.0,8600.04
2711,3.0,1.0,999.0,1954.0,6037.0,96480.0,50333.0,902.36,51099.0,902.36
2712,3.0,1.0,1373.0,1954.0,6037.0,96480.0,330051.0,4078.08,335083.0,4078.08
2713,3.0,2.0,1548.0,1923.0,6037.0,96292.0,64936.0,1113.88,65925.0,1113.88
2714,3.0,2.0,1360.0,1981.0,6037.0,96028.0,165949.0,2072.86,168478.0,2072.86
2715,4.0,3.0,2074.0,1985.0,6037.0,96522.0,696733.0,8457.27,707357.0,8457.27
2716,5.0,3.0,2416.0,1959.0,6037.0,96369.0,146729.0,1985.28,148965.0,1985.28
2717,2.0,1.0,1008.0,1927.0,6037.0,96006.0,740505.0,9080.83,751797.0,9080.83
2718,4.0,3.0,2505.0,2006.0,6059.0,97018.0,817281.0,9740.22,829744.0,9740.22
2719,5.0,4.5,4594.0,2003.0,6059.0,97005.0,888919.0,10066.72,902475.0,10066.72
2720,4.0,2.0,1704.0,1975.0,6037.0,96505.0,377356.0,4665.89,383110.0,4665.89
2721,4.0,2.5,2691.0,2000.0,6059.0,96939.0,869963.0,10996.5,883229.0,10996.5
2722,2.0,1.0,806.0,1948.0,6037.0,96193.0,174182.0,2801.88,176837.0,2801.88
2723,4.0,3.0,2522.0,1991.0,6037.0,96505.0,818569.0,10407.83,831052.0,10407.83
2724,2.0,2.0,982.0,1952.0,6037.0,96514.0,499000.0,6181.72,516000.0,6181.72
2725,4.0,2.0,1124.0,1911.0,6037.0,95992.0,64554.0,4098.72,65538.0,4098.72
2726,2.0,2.0,1712.0,1955.0,6037.0,96271.0,1004680.0,11636.8,1020001.0,11636.8
2727,4.0,3.0,1828.0,1956.0,6037.0,96379.0,595707.0,7363.83,604791.0,7363.83
2728,2.0,1.0,734.0,1953.0,6037.0,96193.0,161099.0,2250.72,163555.0,2250.72
2729,4.0,2.0,1470.0,1947.0,6037.0,96265.0,517426.0,6315.7,525316.0,6315.7
2730,4.0,2.0,1570.0,1958.0,6037.0,96342.0,240389.0,3047.94,244054.0,3047.94
2731,4.0,4.5,5256.0,2001.0,6111.0,97091.0,1594333.0,17113.54,1618645.0,17295.26
2732,2.0,2.0,1507.0,1940.0,6037.0,96449.0,790000.0,9564.35,790000.0,9564.35
2733,3.0,2.0,1702.0,1973.0,6059.0,96940.0,405878.0,4191.56,412067.0,4191.56
2734,3.0,2.0,1851.0,1950.0,6037.0,96415.0,378549.0,4739.45,384321.0,4739.45
2735,2.0,3.0,1586.0,1989.0,6059.0,97018.0,334628.0,4143.54,339731.0,4143.54
2736,4.0,4.5,3697.0,1999.0,6059.0,96975.0,2004089.0,25397.02,2034651.0,25397.02
2737,3.0,2.0,1098.0,1955.0,6037.0,96193.0,94061.0,1476.55,95495.0,1476.55
2738,3.0,2.0,1086.0,1954.0,6037.0,96506.0,65696.0,996.83,66697.0,996.83
2739,2.0,1.0,848.0,1948.0,6037.0,96506.0,184428.0,2479.56,187239.0,2479.56
2740,4.0,3.0,2563.0,1982.0,6037.0,96506.0,570000.0,7475.82,585000.0,7475.82
2741,3.0,2.0,1730.0,1956.0,6037.0,96121.0,119701.0,2665.14,121526.0,2665.14
2742,3.0,2.0,1508.0,1954.0,6037.0,96213.0,442000.0,5880.48,501583.0,5880.48
2743,3.0,1.0,1018.0,1957.0,6037.0,96507.0,29724.0,636.65,30176.0,636.65
2744,3.0,1.0,1036.0,1947.0,6037.0,96090.0,35850.0,1141.2,36395.0,1141.2
2745,3.0,2.0,1150.0,1985.0,6037.0,97323.0,165000.0,2077.83,167516.0,2077.83
2746,3.0,2.0,1202.0,1973.0,6037.0,96492.0,203941.0,2765.68,207050.0,2765.68
2747,3.0,2.0,2124.0,1963.0,6037.0,96513.0,529511.0,6437.39,537586.0,6437.39
2748,3.0,1.0,1324.0,1928.0,6037.0,96113.0,166952.0,2629.22,169497.0,2629.22
2749,3.0,1.0,1545.0,1952.0,6059.0,97040.0,78540.0,1134.26,79737.0,1134.26
2750,3.0,1.0,1196.0,1920.0,6037.0,96284.0,361000.0,5049.29,421836.0,5049.29
2751,4.0,2.0,1510.0,1964.0,6037.0,96042.0,51149.0,1156.66,51928.0,1156.66
2752,3.0,1.5,1188.0,1958.0,6059.0,96180.0,455000.0,5434.38,461938.0,5434.38
2753,4.0,2.0,1651.0,1959.0,6059.0,97052.0,244499.0,3479.1,248227.0,3479.1
2754,3.0,1.0,1138.0,1950.0,6037.0,96101.0,65838.0,1089.05,66841.0,1089.05
2755,3.0,3.0,2264.0,1977.0,6037.0,96513.0,421900.0,5237.87,428333.0,5237.87
2756,4.0,2.0,3884.0,1905.0,6037.0,95988.0,805039.0,9962.79,817315.0,9962.79
2757,4.0,3.0,3416.0,1990.0,6037.0,97331.0,293484.0,2337.56,297958.0,2337.56
2758,4.0,3.0,1581.0,1988.0,6037.0,96090.0,218847.0,4036.48,225000.0,4036.48
2759,3.0,3.0,2475.0,1958.0,6037.0,96410.0,192770.0,2584.6,195709.0,2584.6
2760,5.0,3.0,3124.0,1924.0,6037.0,95985.0,908432.0,11348.58,922285.0,11348.58
2761,3.0,2.0,1871.0,2006.0,6037.0,97323.0,217000.0,2916.31,236000.0,2916.31
2762,4.0,2.0,1615.0,1974.0,6111.0,97104.0,68346.0,856.08,69387.0,843.74
2763,2.0,1.0,806.0,1941.0,6037.0,96092.0,107134.0,2471.58,108767.0,2471.58
2764,2.0,1.0,1156.0,1947.0,6037.0,96508.0,305483.0,3918.38,310140.0,3918.38
2765,3.0,2.0,1432.0,1909.0,6037.0,96043.0,261702.0,3346.9,265692.0,3346.9
2766,3.0,2.0,1404.0,1962.0,6037.0,96507.0,175183.0,2390.12,177853.0,2390.12
2767,3.0,2.0,1045.0,1959.0,6037.0,96124.0,278987.0,3873.27,283240.0,3873.27
2768,2.0,1.0,942.0,1970.0,6037.0,97328.0,112058.0,2155.65,113766.0,2155.65
2769,3.0,2.0,1240.0,1962.0,6037.0,96488.0,52786.0,964.59,53590.0,964.59
2770,4.0,2.0,1888.0,1966.0,6111.0,97104.0,69362.0,785.42,70419.0,775.4
2771,4.0,3.0,2771.0,2003.0,6037.0,97329.0,398000.0,6721.62,420000.0,6721.62
2772,3.0,1.0,1766.0,1908.0,6037.0,95999.0,32271.0,4309.46,345000.0,4309.46
2773,3.0,1.0,998.0,1954.0,6037.0,96488.0,295623.0,3726.79,300130.0,3726.79
2774,3.0,2.0,1237.0,1959.0,6059.0,97048.0,344480.0,4327.98,349733.0,4327.98
2775,3.0,2.0,2852.0,1936.0,6037.0,96346.0,476548.0,6033.79,483815.0,6033.79
2776,3.0,2.0,1398.0,1969.0,6059.0,96185.0,77463.0,1117.48,78644.0,1117.48
2777,2.0,1.0,963.0,1942.0,6037.0,96282.0,401500.0,5306.22,441551.0,5306.22
2778,4.0,2.0,1390.0,1963.0,6059.0,97004.0,57715.0,900.5,58595.0,900.5
2779,3.0,1.0,1098.0,1952.0,6037.0,96212.0,62363.0,1064.59,63313.0,1064.59
2780,3.0,2.0,1379.0,1962.0,6037.0,96492.0,440000.0,5843.83,468000.0,5843.83
2781,3.0,2.0,2268.0,1996.0,6037.0,96513.0,364603.0,4585.65,370163.0,4585.65
2782,2.0,1.0,800.0,1948.0,6037.0,96361.0,43197.0,648.46,43854.0,648.46
2783,2.0,1.0,840.0,1949.0,6037.0,97319.0,29523.0,480.62,29972.0,480.62
2784,6.0,8.0,6040.0,2008.0,6037.0,96087.0,1867700.0,22180.15,1896181.0,22180.15
2785,3.0,3.0,2266.0,2005.0,6037.0,97317.0,164321.0,2774.03,166826.0,2774.03
2786,4.0,2.0,1170.0,1956.0,6037.0,96489.0,404373.0,4915.28,410539.0,4915.28
2787,3.0,2.0,1880.0,2002.0,6037.0,97317.0,208311.0,3353.65,211487.0,3353.65
2788,4.0,2.0,1785.0,1962.0,6037.0,96488.0,280261.0,3769.04,284534.0,3769.04
2789,4.0,7.0,12039.0,1992.0,6037.0,96410.0,3737519.0,45941.92,3794515.0,45941.92
2790,3.0,3.0,1995.0,1985.0,6037.0,97328.0,182071.0,3035.81,184847.0,3035.81
2791,3.0,1.0,1366.0,1951.0,6037.0,97317.0,90607.0,1797.79,91988.0,1797.79
2792,3.0,2.5,1522.0,1981.0,6059.0,97051.0,263289.0,5034.8,412191.0,5034.8
2793,4.0,3.0,2250.0,1971.0,6059.0,96185.0,396684.0,12434.88,402733.0,12434.88
2794,2.0,1.0,756.0,1953.0,6037.0,,,,84683.0,1631.15
2795,3.0,2.0,1498.0,1971.0,6059.0,97050.0,165684.0,2304.06,168210.0,2304.06
2796,2.0,2.0,1478.0,1967.0,6059.0,96964.0,130698.0,9216.96,815245.0,9216.96
2797,3.0,1.0,1096.0,1924.0,6037.0,96125.0,267865.0,3648.95,271949.0,3648.95
2798,3.0,2.0,1294.0,1987.0,6037.0,97318.0,97732.0,2638.36,150000.0,2638.36
2799,4.0,3.0,1826.0,1947.0,6037.0,96497.0,469391.0,6174.93,476548.0,6174.93
2800,3.0,2.0,1479.0,1952.0,6037.0,96212.0,472000.0,6361.19,513000.0,6361.19
2801,4.0,2.5,1683.0,1968.0,6059.0,96964.0,371999.0,4379.24,377671.0,4379.24
2802,2.0,1.0,781.0,1950.0,6059.0,97006.0,167611.0,2134.78,170167.0,2134.78
2803,1.0,1.0,1152.0,1922.0,6037.0,96110.0,195577.0,3999.14,238583.0,3999.14
2804,4.0,4.0,3587.0,1992.0,6037.0,96387.0,556288.0,7036.68,564770.0,7036.68
2805,3.0,2.0,1145.0,1956.0,6037.0,96228.0,256049.0,3297.86,259952.0,3297.86
2806,3.0,2.0,1349.0,1977.0,6037.0,96239.0,346792.0,4318.7,352079.0,4318.7
2807,3.0,2.0,1406.0,1972.0,6037.0,97319.0,151539.0,2609.09,153849.0,2609.09
2808,3.0,2.0,1671.0,1959.0,6037.0,96507.0,364000.0,5100.69,414000.0,5100.69
2809,2.0,1.0,814.0,1949.0,6037.0,96364.0,136695.0,1767.47,138779.0,1767.47
2810,4.0,2.0,2023.0,1967.0,6059.0,96961.0,257551.0,3857.2,261478.0,3857.2
2811,6.0,3.0,2280.0,2006.0,6037.0,96040.0,172441.0,2438.74,175069.0,2438.74
2812,4.0,3.0,2370.0,1972.0,6059.0,96964.0,95556.0,1325.2,97013.0,1325.2
2813,2.0,1.0,875.0,1949.0,6037.0,96327.0,416180.0,4583.14,422526.0,4583.14
2814,5.0,5.0,3902.0,2006.0,6037.0,96412.0,1455310.0,17808.35,1477503.0,17808.35
2815,3.0,2.0,1190.0,1984.0,6037.0,97328.0,119388.0,2418.9,121208.0,2418.9
2816,6.0,3.0,2326.0,1957.0,6059.0,97050.0,537000.0,6940.5,577000.0,6940.5
2817,5.0,3.0,2387.0,2004.0,6037.0,97330.0,187504.0,3347.58,190362.0,3347.58
2818,4.0,2.0,1266.0,1955.0,6059.0,97050.0,50623.0,906.62,51395.0,906.62
2819,2.0,3.0,1760.0,1939.0,6037.0,96005.0,1466048.0,17897.3,1488404.0,17897.3
2820,3.0,2.5,2104.0,1957.0,6111.0,96385.0,306514.0,3229.86,346142.0,3655.24
2821,4.0,2.0,1434.0,1963.0,6059.0,96965.0,628000.0,7200.24,637577.0,7200.24
2822,4.0,2.0,1766.0,1988.0,6037.0,97298.0,236000.0,3093.36,251900.0,3093.36
2823,5.0,2.0,1402.0,1963.0,6037.0,96374.0,300012.0,4178.91,304586.0,4178.91
2824,2.0,2.0,1519.0,1950.0,6037.0,96415.0,518000.0,7029.59,580000.0,7029.59
2825,3.0,3.0,2152.0,1994.0,6059.0,96993.0,359849.0,5546.0,365336.0,5546.0
2826,2.0,1.0,1080.0,1911.0,6037.0,95999.0,208952.0,2696.87,212138.0,2696.87
2827,3.0,1.0,1419.0,1955.0,6037.0,96371.0,448791.0,5574.28,455634.0,5574.28
2828,4.0,4.5,3376.0,2010.0,6059.0,96952.0,1212353.0,17216.32,1230841.0,17216.32
2829,3.0,2.0,1725.0,1972.0,6037.0,97316.0,241996.0,2860.22,245685.0,2860.22
2830,1.0,1.0,810.0,1923.0,6037.0,96169.0,167321.0,2354.94,169872.0,2354.94
2831,3.0,2.0,2036.0,1995.0,6037.0,96401.0,413589.0,5479.62,419895.0,5479.62
2832,4.0,2.0,2062.0,1979.0,6037.0,96492.0,360141.0,4624.26,365632.0,4624.26
2833,3.0,1.0,1225.0,1955.0,6111.0,97083.0,396444.0,4167.42,402488.0,4235.92
2834,3.0,2.0,1411.0,1951.0,6037.0,96452.0,308153.0,3870.79,312852.0,3870.79
2835,3.0,3.0,1736.0,1989.0,6037.0,97330.0,198400.0,3680.99,234619.0,3680.99
2836,5.0,4.5,2960.0,2003.0,6111.0,97101.0,483200.0,6480.14,490568.0,6021.72
2837,3.0,1.0,1123.0,1947.0,6037.0,96192.0,367192.0,5724.79,372791.0,5724.79
2838,5.0,3.0,3098.0,1966.0,6037.0,96401.0,147994.0,2114.69,150250.0,2114.69
2839,3.0,3.0,1739.0,1989.0,6037.0,96450.0,433800.0,7765.45,433800.0,7765.45
2840,4.0,3.0,1742.0,1952.0,6037.0,96486.0,434979.0,5249.99,441611.0,5249.99
2841,4.0,2.0,1608.0,1962.0,6059.0,96990.0,275228.0,3550.62,279425.0,3550.62
2842,4.0,3.0,2871.0,1962.0,6037.0,96449.0,1741837.0,23610.25,1944268.0,23610.25
2843,3.0,2.0,1331.0,1954.0,6037.0,96514.0,221529.0,4086.17,224906.0,4086.17
2844,3.0,2.0,1331.0,1954.0,6037.0,96514.0,221529.0,4086.17,224906.0,4086.17
2845,2.0,2.0,1630.0,1952.0,6037.0,96523.0,303288.0,3709.42,307912.0,3709.42
2846,1.0,2.0,917.0,1955.0,6037.0,96050.0,917982.0,14148.3,1162461.0,14148.3
2847,3.0,2.0,1487.0,1957.0,6037.0,96523.0,252357.0,3151.71,256204.0,3151.71
2848,3.0,2.0,1919.0,1990.0,6037.0,97298.0,166000.0,2042.17,168530.0,2042.17
2849,3.0,1.0,836.0,1922.0,6037.0,96028.0,28106.0,404.96,28533.0,404.96
2850,3.0,1.0,1572.0,1948.0,6037.0,96123.0,97865.0,1292.84,99356.0,1292.84
2851,3.0,3.0,2015.0,1913.0,6037.0,96127.0,1630000.0,21063.44,1760466.0,21063.44
2852,2.0,1.0,650.0,1927.0,6037.0,96282.0,323000.0,4096.17,343000.0,4096.17
2853,4.0,2.0,1961.0,1962.0,6111.0,96383.0,263120.0,2788.48,267130.0,2838.76
